0.000000 0.000000 0.523599 -0.000000 0.523599 -0.000000
0.020000 0.000000 0.523599 -0.094247 0.523599 -0.094247
0.040000 0.000000 0.523599 -0.188488 0.523599 -0.188488
0.060000 0.000000 0.523599 -0.282717 0.523599 -0.282717
0.080000 0.000000 0.523599 -0.376929 0.523599 -0.376929
0.100000 0.000000 0.523599 -0.471118 0.523599 -0.471118
0.120000 0.000000 0.523599 -0.565278 0.523599 -0.565278
0.140000 0.000000 0.523599 -0.659403 0.523599 -0.659403
0.160000 0.000000 0.523599 -0.753487 0.523599 -0.753487
0.180000 0.000000 0.523599 -0.847525 0.523599 -0.847525
0.200000 0.000000 0.523599 -0.941511 0.523599 -0.941511
0.220000 0.000000 0.523599 -1.035439 0.523599 -1.035439
0.240000 0.000000 0.523599 -1.129304 0.523599 -1.129304
0.260000 0.000000 0.523599 -1.223099 0.523599 -1.223099
0.280000 0.000000 0.523599 -1.316820 0.523599 -1.316820
0.300000 0.000000 0.523599 -1.410460 0.523599 -1.410460
0.320000 0.000000 0.523599 -1.504014 0.523599 -1.504014
0.340000 0.005072 0.523599 -1.597262 0.518527 -1.597262
0.360000 0.016239 0.523599 -1.688746 0.507360 -1.688746
0.380000 0.028268 0.523599 -1.778067 0.495331 -1.778067
0.400000 0.041138 0.523599 -1.865075 0.482460 -1.865075
0.420000 0.054828 0.523599 -1.949626 0.468771 -1.949626
0.440000 0.069313 0.523599 -2.031580 0.454285 -2.031580
0.460000 0.084570 0.523599 -2.110803 0.439029 -2.110803
0.480000 0.100571 0.523599 -2.187167 0.423028 -2.187167
0.500000 0.117290 0.523599 -2.260549 0.406309 -2.260549
0.520000 0.134698 0.523599 -2.330832 0.388901 -2.330832
0.540000 0.152765 0.523599 -2.397904 0.370833 -2.397904
0.560000 0.171462 0.523599 -2.461662 0.352136 -2.461662
0.580000 0.190757 0.523599 -2.522005 0.332842 -2.522005
0.600000 0.210617 0.523599 -2.578841 0.312982 -2.578841
0.620000 0.231009 0.523599 -2.632081 0.292590 -2.632081
0.640000 0.251898 0.523599 -2.681647 0.271701 -2.681647
0.660000 0.273250 0.523599 -2.727461 0.250348 -2.727461
0.680000 0.295030 0.523599 -2.769456 0.228569 -2.769456
0.700000 0.317200 0.523599 -2.807569 0.206398 -2.807569
0.720000 0.339725 0.523599 -2.841741 0.183874 -2.841741
0.740000 0.362567 0.523599 -2.871924 0.161032 -2.871924
0.760000 0.385687 0.523599 -2.898071 0.137912 -2.898071
0.780000 0.409048 0.523599 -2.920143 0.114550 -2.920143
0.800000 0.432612 0.523599 -2.938107 0.090987 -2.938107
0.820000 0.456338 0.523599 -2.951937 0.067261 -2.951937
0.840000 0.480189 0.523599 -2.961609 0.043410 -2.961609
0.860000 0.504124 0.523599 -2.967108 0.019475 -2.967108
0.880000 0.528105 0.523599 -2.968426 -0.004506 -2.968426
0.900000 0.552091 0.523599 -2.965556 -0.028492 -2.965556
