0,000000	0,128441
1,000000E-6	0,216529
2,000000E-6	0,150523
3,000000E-6	0,158901
4,000000E-6	0,121714
5,000000E-6	0,063015
6,000000E-6	0,110904
7,000000E-6	0,160358
8,000000E-6	0,198780
9,000000E-6	0,263550
1,000000E-5	0,265354
1,100000E-5	0,122101
1,200000E-5	0,073204
1,300000E-5	0,098375
1,400000E-5	0,057486
1,500000E-5	0,055862
1,600000E-5	0,057233
1,700000E-5	0,003817
1,800000E-5	0,004420
1,900000E-5	0,035952
2,000000E-5	-0,005938
2,100000E-5	0,024361
2,200000E-5	0,081861
2,300000E-5	0,090775
2,400000E-5	0,070717
2,500000E-5	0,050043
2,600000E-5	0,034808
2,700000E-5	-0,013261
2,800000E-5	0,023596
2,900000E-5	0,018065
3,000000E-5	-0,127064
3,100000E-5	-0,086026
3,200000E-5	-0,000877
3,300000E-5	0,040617
3,400000E-5	0,094448
3,500000E-5	0,113182
3,600000E-5	0,078312
3,700000E-5	0,011937
3,800000E-5	0,027670
3,900000E-5	0,026091
4,000000E-5	-0,028380
4,100000E-5	-0,072660
4,200000E-5	-0,060113
4,300000E-5	-0,041188
4,400000E-5	-0,040034
4,500000E-5	-0,103124
4,600000E-5	-0,156165
4,700000E-5	-0,160912
4,800000E-5	-0,178201
4,900000E-5	-0,176252
5,000000E-5	-0,128481
5,100000E-5	-0,095913
5,200000E-5	-0,037460
5,300000E-5	0,035937
5,400000E-5	0,014492
5,500000E-5	-0,020202
5,600000E-5	-0,006427
5,700000E-5	0,029991
5,800000E-5	0,028235
5,900000E-5	0,016157
6,000000E-5	0,024983
6,100000E-5	0,055257
6,200000E-5	0,137171
6,300000E-5	0,223081
6,400000E-5	0,219656
6,500000E-5	0,220390
6,600000E-5	0,245869
6,700000E-5	0,189817
6,800000E-5	0,178166
6,900000E-5	0,187847
7,000000E-5	0,110026
7,100000E-5	0,055070
7,200000E-5	-0,026586
7,300000E-5	-0,107863
7,400000E-5	-0,104413
7,500000E-5	-0,054954
7,600000E-5	-0,015961
7,700000E-5	-0,013916
7,800000E-5	0,032953
7,900000E-5	0,067441
8,000000E-5	-0,002068
8,100000E-5	-0,047440
8,200000E-5	-0,011240
8,300000E-5	0,060536
8,400000E-5	0,115237
8,500000E-5	0,129792
8,600000E-5	0,133589
8,700000E-5	0,123518
8,800000E-5	0,166470
8,900000E-5	0,143961
9,000000E-5	0,138983
9,100000E-5	0,160541
9,200000E-5	0,154586
9,300000E-5	0,157867
9,400000E-5	0,143607
9,500000E-5	0,183510
9,600000E-5	0,135216
9,700000E-5	0,006023
9,800000E-5	-0,045886
9,900000E-5	-0,062762
0,000100	-0,059441
0,000101	-0,084990
0,000102	-0,080394
0,000103	-0,020796
0,000104	-0,038160
0,000105	-0,043322
0,000106	-0,067865
0,000107	-0,069537
0,000108	-0,086124
0,000109	-0,185141
0,000110	-0,264191
0,000111	-0,320963
0,000112	-0,346352
