0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
0.855385 0.093760 0.093586 0.093309 -0.095864 -0.100064 0.199984 
