0.000000 -0.000000 0.000000 0.000000 -0.000000
0.000100 -0.000000 0.000033 0.000000 -0.016450
0.000200 -0.000001 0.000066 0.000000 -0.023030
0.000300 -0.000001 0.000099 0.000000 -0.029610
0.000400 -0.000001 0.000132 0.000000 -0.036190
0.000500 -0.000001 0.000164 0.000000 -0.042770
0.000600 -0.000001 0.000197 0.000000 -0.049350
0.000700 -0.000001 0.000230 0.000000 -0.055930
0.000800 -0.000001 0.000263 0.000000 -0.062510
0.000900 -0.000001 0.000296 0.000000 -0.069090
0.001000 -0.000001 0.000329 0.000000 -0.075670
0.001100 -0.000001 0.000362 0.000000 -0.082250
0.001200 -0.000000 0.000395 0.000000 -0.088830
0.001300 -0.000001 0.000428 0.000000 -0.095410
0.001400 -0.000000 0.000461 0.000000 -0.101990
0.001500 -0.000001 0.000493 0.000000 -0.108570
0.001600 -0.000000 0.000526 0.000000 -0.115150
0.001700 -0.000000 0.000559 0.000000 -0.121730
0.001800 -0.000000 0.000592 0.000000 -0.128310
0.001900 -0.000000 0.000625 0.000000 -0.134890
0.002000 0.000000 0.000658 0.000000 -0.141470
0.002100 -0.000000 0.000691 0.000000 -0.148050
0.002200 0.000000 0.000724 0.000000 -0.154630
0.002300 0.000000 0.000757 0.000000 -0.161210
0.002400 -0.000000 0.000790 0.000000 -0.167789
0.002500 0.000000 0.000822 0.000000 -0.174369
0.002600 0.000000 0.000855 0.000000 -0.180949
0.002700 0.000000 0.000888 0.000000 -0.187529
0.002800 0.000001 0.000921 0.000000 -0.194109
0.002900 0.000001 0.000954 0.000000 -0.200688
0.003000 0.000001 0.000987 0.000000 -0.207268
0.003100 0.000001 0.001020 0.000000 -0.213848
0.003200 0.000001 0.001053 0.000000 -0.220428
0.003300 0.000002 0.001086 0.000000 -0.227007
0.003400 0.000002 0.001119 0.000000 -0.233587
0.003500 0.000002 0.001151 0.000000 -0.240167
0.003600 0.000002 0.001184 0.000000 -0.246746
0.003700 0.000002 0.001217 0.000000 -0.253326
0.003800 0.000002 0.001250 0.000000 -0.259905
0.003900 0.000002 0.001283 0.000000 -0.266485
0.004000 0.000003 0.001316 0.000000 -0.273065
0.004100 0.000003 0.001349 0.000000 -0.279644
0.004200 0.000003 0.001382 0.000000 -0.286223
0.004300 0.000003 0.001415 0.000000 -0.292803
0.004400 0.000003 0.001447 0.000000 -0.299382
0.004500 0.000004 0.001480 0.000000 -0.305962
0.004600 0.000004 0.001513 0.000000 -0.312541
0.004700 0.000004 0.001546 0.000000 -0.319120
0.004800 0.000004 0.001579 0.000000 -0.325700
0.004900 0.000004 0.001612 0.000000 -0.332279
0.005000 0.000004 0.001645 0.000000 -0.338858
0.005100 0.000004 0.001678 0.000000 -0.345437
0.005200 0.000005 0.001711 0.000000 -0.352016
0.005300 0.000005 0.001744 0.000000 -0.358596
0.005400 0.000006 0.001776 0.000000 -0.365175
0.005500 0.000006 0.001809 0.000000 -0.371754
0.005600 0.000006 0.001842 0.000000 -0.378333
0.005700 0.000007 0.001875 0.000000 -0.384912
0.005800 0.000007 0.001908 0.000000 -0.391491
0.005900 0.000007 0.001941 0.000000 -0.398070
0.006000 0.000007 0.001974 0.000000 -0.404648
0.006100 0.000007 0.002007 0.000000 -0.411227
0.006200 0.000007 0.002040 0.000000 -0.417806
0.006300 0.000007 0.002072 0.000000 -0.424385
0.006400 0.000007 0.002105 0.000000 -0.430963
