0.000000 0.000000 0.000000 24.000000 0.000000 24.000000
0.001000 0.000000 0.000329 -24.000000 0.000329 -24.000000
0.002000 0.000000 0.000658 -24.000000 0.000658 -24.000000
0.003000 0.000000 0.000987 -24.000000 0.000987 -24.000000
0.004000 0.000000 0.001316 -24.000000 0.001316 -24.000000
0.005000 0.000000 0.001645 -24.000000 0.001645 -24.000000
0.006000 0.000000 0.001974 -24.000000 0.001974 -24.000000
0.007000 0.000000 0.002303 -24.000000 0.002303 -24.000000
0.008000 0.000000 0.002632 -24.000000 0.002632 -24.000000
0.009000 0.000000 0.002960 -24.000000 0.002960 -24.000000
0.010000 0.000000 0.003289 -24.000000 0.003289 -24.000000
0.011000 0.000000 0.003618 -24.000000 0.003618 -24.000000
0.012000 0.000000 0.003947 -24.000000 0.003947 -24.000000
0.013000 0.000000 0.004276 -24.000000 0.004276 -24.000000
0.014000 0.000000 0.004604 -24.000000 0.004604 -24.000000
0.015000 0.000000 0.004933 -24.000000 0.004933 -24.000000
0.016000 0.000000 0.005262 -24.000000 0.005262 -24.000000
0.017000 0.000000 0.005590 -24.000000 0.005590 -24.000000
0.018000 0.000000 0.005919 -24.000000 0.005919 -24.000000
0.019000 0.000000 0.006247 -24.000000 0.006247 -24.000000
0.020000 0.000000 0.006575 -24.000000 0.006575 -24.000000
0.021000 0.000000 0.006904 -24.000000 0.006904 -24.000000
0.022000 0.000000 0.007232 -24.000000 0.007232 -24.000000
0.023000 0.007916 0.007560 24.000000 -0.000356 24.000000
0.024000 0.015014 0.007888 24.000000 -0.007126 24.000000
0.025000 0.019477 0.008216 24.000000 -0.011260 24.000000
0.026000 0.021660 0.008544 24.000000 -0.013116 24.000000
0.027000 0.022010 0.008872 24.000000 -0.013138 24.000000
0.028000 0.022010 0.009200 24.000000 -0.012810 24.000000
0.029000 0.022010 0.009527 24.000000 -0.012482 24.000000
0.030000 0.022010 0.009855 24.000000 -0.012155 24.000000
0.031000 0.022010 0.010182 24.000000 -0.011827 24.000000
0.032000 0.022010 0.010510 24.000000 -0.011500 24.000000
0.033000 0.022010 0.010837 24.000000 -0.011173 24.000000
0.034000 0.022010 0.011164 24.000000 -0.010845 24.000000
0.035000 0.022010 0.011491 24.000000 -0.010518 24.000000
0.036000 0.022010 0.011818 24.000000 -0.010191 24.000000
0.037000 0.022010 0.012145 24.000000 -0.009865 24.000000
0.038000 0.022010 0.012472 24.000000 -0.009538 24.000000
0.039000 0.022010 0.012798 24.000000 -0.009211 24.000000
0.040000 0.022010 0.013125 24.000000 -0.008885 24.000000
0.041000 0.022010 0.013451 24.000000 -0.008558 24.000000
0.042000 0.022010 0.013777 24.000000 -0.008232 24.000000
0.043000 0.022010 0.014103 24.000000 -0.007906 24.000000
0.044000 0.022010 0.014429 24.000000 -0.007580 24.000000
0.045000 0.022010 0.014755 24.000000 -0.007255 24.000000
0.046000 0.022010 0.015081 24.000000 -0.006929 24.000000
0.047000 0.022010 0.015406 24.000000 -0.006603 24.000000
0.048000 0.022010 0.015732 24.000000 -0.006278 24.000000
0.049000 0.022010 0.016057 24.000000 -0.005953 24.000000
0.050000 0.022010 0.016382 24.000000 -0.005628 24.000000
0.051000 0.022010 0.016707 24.000000 -0.005303 24.000000
0.052000 0.022010 0.017031 24.000000 -0.004978 24.000000
0.053000 0.022010 0.017356 24.000000 -0.004654 24.000000
0.054000 0.022010 0.017680 24.000000 -0.004329 24.000000
0.055000 0.022010 0.018004 24.000000 -0.004005 24.000000
0.056000 0.022010 0.018328 24.000000 -0.003681 24.000000
0.057000 0.022010 0.018652 24.000000 -0.003357 24.000000
0.058000 0.022010 0.018976 24.000000 -0.003034 24.000000
0.059000 0.022010 0.019299 24.000000 -0.002710 24.000000
0.060000 0.022010 0.019623 24.000000 -0.002387 24.000000
0.061000 0.022010 0.019946 24.000000 -0.002064 24.000000
