0.000000 0.000000 0.000000 -24.000000 0.000000 -24.000000
0.020000 0.079649 0.125333 -24.000000 0.045685 -24.000000
0.040000 0.227800 0.248690 -24.000000 0.020890 -24.000000
0.060000 0.357803 0.368125 -24.000000 0.010321 -24.000000
0.080000 0.475648 0.481754 -24.000000 0.006106 -24.000000
0.100000 0.583465 0.587785 -24.000000 0.004320 -24.000000
0.120000 0.680989 0.684547 -24.000000 0.003558 -24.000000
0.140000 0.767326 0.770513 24.000000 0.003188 24.000000
0.160000 0.841698 0.844328 -24.000000 0.002630 -24.000000
0.180000 0.903007 0.904827 -24.000000 0.001820 -24.000000
0.200000 0.949734 0.951057 -24.000000 0.001322 -24.000000
0.220000 0.981184 0.982287 -24.000000 0.001103 -24.000000
0.240000 0.997472 0.998027 24.000000 0.000555 24.000000
0.260000 1.000001 0.998027 24.000000 -0.001974 24.000000
0.280000 0.974842 0.982287 24.000000 0.007446 24.000000
0.300000 0.948704 0.951057 24.000000 0.002353 24.000000
0.320000 0.904781 0.904827 24.000000 0.000046 24.000000
0.340000 0.845578 0.844328 24.000000 -0.001250 24.000000
0.360000 0.772668 0.770513 -24.000000 -0.002155 -24.000000
0.380000 0.687337 0.684547 24.000000 -0.002790 24.000000
0.400000 0.590942 0.587785 24.000000 -0.003156 24.000000
0.420000 0.484992 0.481754 -24.000000 -0.003238 -24.000000
0.440000 0.371737 0.368125 24.000000 -0.003613 24.000000
0.460000 0.251939 0.248690 24.000000 -0.003249 24.000000
0.480000 0.128678 0.125333 24.000000 -0.003345 24.000000
0.500000 0.003019 0.000000 -24.000000 -0.003019 -24.000000
0.520000 -0.122338 -0.125333 24.000000 -0.002996 24.000000
0.540000 -0.245749 -0.248690 24.000000 -0.002941 24.000000
0.560000 -0.364844 -0.368125 24.000000 -0.003281 24.000000
0.580000 -0.478065 -0.481754 24.000000 -0.003689 24.000000
0.600000 -0.584194 -0.587785 24.000000 -0.003592 24.000000
0.620000 -0.681076 -0.684547 24.000000 -0.003471 24.000000
0.640000 -0.767209 -0.770513 24.000000 -0.003305 24.000000
0.660000 -0.841636 -0.844328 -24.000000 -0.002692 -24.000000
0.680000 -0.902779 -0.904827 24.000000 -0.002048 24.000000
0.700000 -0.949361 -0.951057 24.000000 -0.001696 24.000000
0.720000 -0.980871 -0.982287 24.000000 -0.001416 24.000000
0.740000 -0.997214 -0.998027 -24.000000 -0.000813 -24.000000
0.760000 -0.999702 -0.998027 -24.000000 0.001675 -24.000000
0.780000 -0.973872 -0.982287 24.000000 -0.008415 24.000000
0.800000 -0.948161 -0.951057 -24.000000 -0.002896 -24.000000
0.820000 -0.904158 -0.904827 24.000000 -0.000669 24.000000
0.840000 -0.845168 -0.844328 -24.000000 0.000840 -24.000000
0.860000 -0.772422 -0.770513 -24.000000 0.001909 -24.000000
0.880000 -0.687162 -0.684547 24.000000 0.002615 24.000000
0.900000 -0.590948 -0.587785 -24.000000 0.003163 -24.000000
0.920000 -0.484918 -0.481754 -24.000000 0.003164 -24.000000
0.940000 -0.371232 -0.368125 -24.000000 0.003108 -24.000000
0.960000 -0.251653 -0.248690 -24.000000 0.002963 -24.000000
0.980000 -0.128337 -0.125333 -24.000000 0.003003 -24.000000
1.000000 -0.002722 -0.000000 -24.000000 0.002722 -24.000000
