0.000000 -0.000000 20.784610 -20.784610
0.000100 -0.000000 20.784610 -20.784610
0.000200 -0.000000 20.784610 -20.784610
0.000300 -0.026149 20.797672 -20.771523
0.000400 -0.087747 20.828344 -20.740597
0.000500 -0.188424 20.878181 -20.689757
0.000600 -0.329241 20.947275 -20.618033
0.000700 -0.510234 21.035029 -20.524795
0.000800 -0.731017 21.140475 -20.409457
0.000900 -0.991031 21.262398 -20.271366
0.001000 -1.289629 21.399396 -20.109767
0.001100 -1.626108 21.549901 -19.923793
0.001200 -1.999715 21.712193 -19.712478
0.001300 -2.409643 21.884406 -19.474763
0.001400 -2.855022 22.064532 -19.209510
0.001500 -3.334907 22.250427 -18.915520
0.001600 -3.848268 22.439814 -18.591546
0.001700 -4.393976 22.630288 -18.236312
0.001800 -4.970793 22.819319 -17.848526
0.001900 -5.577359 23.004263 -17.426904
0.002000 -6.212179 23.182360 -16.970180
0.002100 -6.873616 23.350749 -16.477133
0.002200 -7.559875 23.506473 -15.946598
0.002300 -8.268996 23.646489 -15.377493
0.002400 -8.998844 23.767676 -14.768832
0.002500 -9.747102 23.866853 -14.119750
0.002600 -10.511264 23.940786 -13.429522
0.002700 -11.288628 23.986210 -12.697583
0.002800 -12.076293 23.999838 -11.923545
0.002900 -12.871158 23.978383 -11.107225
0.003000 -13.669919 23.918577 -10.248658
0.003100 -14.469073 23.817192 -9.348119
0.003200 -15.264919 23.671059 -8.406141
0.003300 -16.053566 23.477099 -7.423533
0.003400 -16.830939 23.232339 -6.401400
0.003500 -17.592792 22.933943 -5.341151
0.003600 -18.334718 22.579241 -4.244523
0.003700 -19.052167 22.165751 -3.113584
0.003800 -19.740462 21.691213 -1.950751
0.003900 -20.394822 21.153616 -0.758794
0.004000 -21.010384 20.551227 0.459157
0.004100 -21.582230 19.882623 1.699607
0.004200 -22.105415 19.146716 2.958699
0.004300 -22.574999 18.342787 4.232212
0.004400 -22.986078 17.470509 5.515569
0.004500 -23.333827 16.529978 6.803848
0.004600 -23.613527 15.521736 8.091791
0.004700 -23.820614 14.446792 9.373823
0.004800 -23.950718 13.306648 10.644070
0.004900 -23.999703 12.103317 11.896386
0.005000 -23.963713 10.839335 13.124378
0.005100 -23.839217 9.517775 14.321442
0.005200 -23.623053 8.142259 15.480794
0.005300 -23.312473 6.716959 16.595514
0.005400 -22.905186 5.246599 17.658586
0.005500 -22.399402 3.736452 18.662950
0.005600 -21.793875 2.192327 19.601548
0.005700 -21.087941 0.620561 20.467380
0.005800 -20.281555 -0.972003 21.253558
0.005900 -19.375326 -2.578044 21.953370
0.006000 -18.370547 -4.189787 22.560334
0.006100 -17.269224 -5.799044 23.068268
0.006200 -16.074094 -7.397253 23.471347
0.006300 -14.788646 -8.975527 23.764172
0.006400 -13.417128 -10.524704 23.941831
0.006500 -11.964558 -12.035407 23.999965
0.006600 -10.436718 -13.498109 23.934827
0.006700 -8.840151 -14.903196 23.743346
0.006800 -7.182140 -16.241042 23.423181
0.006900 -5.470693 -17.502085 22.972778
0.007000 -3.714508 -18.676908 22.391416
0.007100 -1.922940 -19.756318 21.679258
0.007200 -0.105952 -20.731431 20.837383
0.007300 1.725936 -21.593763 19.867827
0.007400 3.561706 -22.335310 18.773603
0.007500 5.389914 -22.948639 17.558725
0.007600 7.198758 -23.426971 16.228214
0.007700 8.976166 -23.764269 14.788103
0.007800 10.709883 -23.955313 13.245430
0.007900 12.387561 -23.995782 11.608221
0.008000 13.996863 -23.882325 9.885463
0.008100 15.525561 -23.612630 8.087069
0.008200 16.961648 -23.185479 6.223830
0.008300 18.293445 -22.600807 4.307362
0.008400 19.509712 -21.859746 2.350034
0.008500 20.599759 -20.964655 0.364896
0.008600 21.553562 -19.919153 -1.634410
0.008700 22.361869 -18.728127 -3.633742
0.008800 23.016306 -17.397741 -5.618565
0.008900 23.509484 -15.935425 -7.574060
0.009000 23.835097 -14.349852 -9.485245
0.009100 23.988010 -12.650912 -11.337098
0.009200 23.964346 -10.849658 -13.114688
0.009300 23.761561 -8.958253 -14.803308
0.009400 23.378509 -6.989893 -16.388616
0.009500 22.815496 -4.958729 -17.856767
0.009600 22.074326 -2.879767 -19.194558
0.009700 21.158324 -0.768761 -20.389564
0.009800 20.072360 1.357909 -21.430269
0.009900 18.822843 3.483361 -22.306205
0.010000 17.417714 5.590353 -23.008068
0.010100 15.866414 7.661429 -23.527843
0.010200 14.179839 9.679074 -23.858912
0.010300 12.370283 11.625869 -23.996151
0.010400 10.451360 13.484659 -23.936020
0.010500 8.437915 15.238719 -23.676635
0.010600 6.345916 16.871917 -23.217833
0.010700 4.192333 18.368883 -22.561216
0.010800 1.995008 19.715172 -21.710180
0.010900 -0.000000 20.784610 -20.784610
0.011000 -0.000000 20.784610 -20.784610
0.011100 -2.237534 21.812850 -19.575316
0.011200 -4.463244 22.653659 -18.190415
0.011300 -6.657187 23.297604 -16.640417
0.011400 -8.799375 23.736912 -14.937537
0.011500 -10.869971 23.965576 -13.095605
0.011600 -12.849482 23.979459 -11.129977
0.011700 -14.718958 23.776367 -9.057408
0.011800 -16.460192 23.356119 -6.895927
0.011900 -18.055906 22.720586 -4.664679
0.012000 -19.489952 21.873716 -2.383764
0.012100 -20.747485 20.821537 -0.074052
0.012200 -21.815141 19.572137 2.243005
0.012300 -22.681201 18.135624 4.545576
0.012400 -23.335733 16.524065 6.811669
0.012500 -23.770735 14.751396 9.019339
0.012600 -23.980242 12.833323 11.146920
0.012700 -23.960431 10.787187 13.173244
0.012800 -23.709692 8.631824 15.077868
0.012900 -23.228689 6.387394 16.841295
0.013000 -22.520387 4.075199 18.445187
0.013100 -21.590063 1.717483 19.872580
