0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
0.324678 1.227668 1.227653 1.227641 1.227786 1.227772 1.227759 -0.828352 0.200000 
