0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 0.367870 
