0.000000 0.000000 0.000000 0.000000 -0.000000 0.389813
0.010000 0.008191 0.000000 0.008191 -24.000000 -7.714206
0.020000 0.016180 0.008172 0.008008 -5.158290 -2.160089
0.030000 0.023771 0.016369 0.007402 -4.762808 -2.019725
0.040000 0.030776 0.023955 0.006821 -4.386256 -1.851552
0.050000 0.037024 0.030760 0.006264 -3.987533 -1.641242
0.060000 0.042360 0.036631 0.005729 -3.613094 -1.422752
0.070000 0.046653 0.041437 0.005216 -3.206083 -1.168709
0.080000 0.049797 0.045074 0.004723 -2.807015 -0.910019
0.090000 0.051715 0.047465 0.004250 -2.385709 -0.633058
0.100000 0.052360 0.048565 0.003794 -1.931462 -0.335228
0.110000 0.051715 0.048642 0.003073 19.579883 8.221786
0.120000 0.049797 0.048642 0.001155 24.000000 8.646115
0.130000 0.046653 0.041499 0.005154 4.772671 3.772535
0.140000 0.042360 0.037892 0.004468 1.000829 1.464809
0.150000 0.037024 0.033204 0.003820 1.406698 1.654263
0.160000 0.030776 0.027568 0.003208 1.806456 1.822479
0.170000 0.023771 0.021139 0.002632 2.164455 1.950360
0.180000 0.016180 0.014088 0.002092 2.471489 2.036702
0.190000 0.008191 0.006604 0.001587 2.721186 2.082341
0.200000 0.000000 -0.001128 0.001128 2.870097 2.065945
0.210000 -0.008191 -0.008885 0.000694 3.002057 2.041148
0.220000 -0.016180 -0.016477 0.000297 3.029682 1.958985
0.230000 -0.023771 -0.023709 -0.000062 2.970475 1.832051
0.240000 -0.030776 -0.030393 -0.000383 2.844610 1.673370
0.250000 -0.037024 -0.036358 -0.000666 2.645444 1.479789
0.260000 -0.042360 -0.041448 -0.000912 2.383669 1.257927
0.270000 -0.046653 -0.045532 -0.001121 2.101944 1.034672
0.280000 -0.049797 -0.048502 -0.001295 1.753322 0.781143
0.290000 -0.051715 -0.050281 -0.001434 1.346203 0.502828
0.300000 -0.052360 -0.050823 -0.001537 -1.102207 -1.072876
0.310000 -0.051715 -0.050823 -0.000892 -24.000000 -8.606509
0.320000 -0.049797 -0.050823 0.001026 -24.000000 -8.606003
0.330000 -0.046653 -0.042575 -0.004078 -1.692115 -1.325940
0.340000 -0.042360 -0.038564 -0.003796 -2.162036 -1.548641
0.350000 -0.037024 -0.033510 -0.003514 -2.603354 -1.730608
0.360000 -0.030776 -0.027543 -0.003233 -3.036173 -1.886409
0.370000 -0.023771 -0.020817 -0.002954 -3.434616 -2.003839
0.380000 -0.016180 -0.013500 -0.002680 -3.794928 -2.085001
0.390000 -0.008191 -0.005779 -0.002412 -4.093945 -2.121628
0.400000 -0.000000 0.002158 -0.002158 -4.330126 -2.118802
