0.0000 1.0000 1.0000
0.0010 1.0005 -0.0005
0.0020 1.0000 -1.0010
0.0030 0.9985 -1.9704
0.0040 0.9961 -2.8306
0.0050 0.9928 -3.5054
0.0060 0.9890 -3.9739
0.0070 0.9848 -4.2702
0.0080 0.9805 -4.4461
0.0090 0.9759 -4.5459
0.0100 0.9713 -4.6001
0.0110 0.9667 -4.6279
0.0120 0.9621 -4.6405
0.0130 0.9574 -4.6444
0.0140 0.9528 -4.6435
0.0150 0.9482 -4.6398
0.0160 0.9435 -4.6346
0.0170 0.9389 -4.6284
0.0180 0.9343 -4.6218
0.0190 0.9296 -4.6148
0.0200 0.9250 -4.6077
0.0210 0.9204 -4.6005
0.0220 0.9158 -4.5932
0.0230 0.9112 -4.5859
0.0240 0.9067 -4.5785
0.0250 0.9021 -4.5712
0.0260 0.8975 -4.5638
0.0270 0.8930 -4.5564
0.0280 0.8884 -4.5490
0.0290 0.8839 -4.5415
0.0300 0.8793 -4.5341
0.0310 0.8748 -4.5266
0.0320 0.8703 -4.5191
0.0330 0.8658 -4.5117
0.0340 0.8612 -4.5042
0.0350 0.8567 -4.4967
0.0360 0.8522 -4.4891
0.0370 0.8478 -4.4816
0.0380 0.8433 -4.4741
0.0390 0.8388 -4.4665
0.0400 0.8344 -4.4589
0.0410 0.8299 -4.4513
0.0420 0.8255 -4.4437
0.0430 0.8210 -4.4361
0.0440 0.8166 -4.4285
0.0450 0.8122 -4.4208
0.0460 0.8077 -4.4132
0.0470 0.8033 -4.4055
0.0480 0.7989 -4.3978
0.0490 0.7945 -4.3901
0.0500 0.7901 -4.3824
0.0510 0.7858 -4.3747
0.0520 0.7814 -4.3670
0.0530 0.7770 -4.3592
0.0540 0.7727 -4.3515
0.0550 0.7683 -4.3437
0.0560 0.7640 -4.3359
0.0570 0.7597 -4.3281
0.0580 0.7553 -4.3203
0.0590 0.7510 -4.3124
0.0600 0.7467 -4.3046
0.0610 0.7424 -4.2967
0.0620 0.7381 -4.2888
0.0630 0.7338 -4.2809
0.0640 0.7296 -4.2730
0.0650 0.7253 -4.2651
0.0660 0.7210 -4.2572
0.0670 0.7168 -4.2492
0.0680 0.7125 -4.2412
0.0690 0.7083 -4.2332
0.0700 0.7041 -4.2252
0.0710 0.6998 -4.2172
0.0720 0.6956 -4.2092
0.0730 0.6914 -4.2011
0.0740 0.6872 -4.1931
0.0750 0.6830 -4.1850
0.0760 0.6789 -4.1769
0.0770 0.6747 -4.1688
0.0780 0.6705 -4.1607
0.0790 0.6664 -4.1525
0.0800 0.6622 -4.1443
0.0810 0.6581 -4.1362
0.0820 0.6539 -4.1280
0.0830 0.6498 -4.1198
0.0840 0.6457 -4.1115
0.0850 0.6416 -4.1033
0.0860 0.6375 -4.0950
0.0870 0.6334 -4.0868
0.0880 0.6293 -4.0785
0.0890 0.6252 -4.0701
0.0900 0.6212 -4.0618
0.0910 0.6171 -4.0535
0.0920 0.6131 -4.0451
0.0930 0.6090 -4.0367
0.0940 0.6050 -4.0283
0.0950 0.6010 -4.0199
0.0960 0.5970 -4.0115
0.0970 0.5929 -4.0030
0.0980 0.5890 -3.9945
0.0990 0.5850 -3.9860
0.1000 0.5810 -3.9775
0.1010 0.5770 -3.9690
0.1020 0.5730 -3.9604
0.1030 0.5691 -3.9519
0.1040 0.5651 -3.9433
0.1050 0.5612 -3.9347
0.1060 0.5573 -3.9261
0.1070 0.5533 -3.9174
0.1080 0.5494 -3.9087
0.1090 0.5455 -3.9001
0.1100 0.5416 -3.8914
0.1110 0.5377 -3.8826
0.1120 0.5339 -3.8739
0.1130 0.5300 -3.8651
0.1140 0.5261 -3.8563
0.1150 0.5223 -3.8475
0.1160 0.5184 -3.8387
0.1170 0.5146 -3.8299
0.1180 0.5108 -3.8210
0.1190 0.5070 -3.8121
0.1200 0.5032 -3.8032
0.1210 0.4994 -3.7943
0.1220 0.4956 -3.7853
0.1230 0.4918 -3.7763
0.1240 0.4880 -3.7673
0.1250 0.4843 -3.7583
0.1260 0.4805 -3.7493
0.1270 0.4768 -3.7402
0.1280 0.4730 -3.7311
0.1290 0.4693 -3.7220
0.1300 0.4656 -3.7129
0.1310 0.4619 -3.7037
0.1320 0.4582 -3.6946
0.1330 0.4545 -3.6854
0.1340 0.4508 -3.6761
0.1350 0.4471 -3.6669
0.1360 0.4435 -3.6576
0.1370 0.4398 -3.6483
0.1380 0.4362 -3.6390
0.1390 0.4325 -3.6296
0.1400 0.4289 -3.6203
0.1410 0.4253 -3.6109
0.1420 0.4217 -3.6015
0.1430 0.4181 -3.5920
0.1440 0.4145 -3.5825
0.1450 0.4109 -3.5730
0.1460 0.4074 -3.5635
0.1470 0.4038 -3.5540
0.1480 0.4002 -3.5444
0.1490 0.3967 -3.5348
0.1500 0.3932 -3.5252
0.1510 0.3897 -3.5155
0.1520 0.3861 -3.5058
0.1530 0.3826 -3.4961
0.1540 0.3792 -3.4864
0.1550 0.3757 -3.4766
0.1560 0.3722 -3.4668
0.1570 0.3687 -3.4570
0.1580 0.3653 -3.4471
0.1590 0.3618 -3.4373
0.1600 0.3584 -3.4274
0.1610 0.3550 -3.4174
0.1620 0.3516 -3.4075
0.1630 0.3482 -3.3975
0.1640 0.3448 -3.3874
0.1650 0.3414 -3.3774
0.1660 0.3380 -3.3673
0.1670 0.3347 -3.3572
0.1680 0.3313 -3.3470
