0.000000 0.999995 -0.010000
0.001000 0.999980 -0.020000
0.002000 0.999955 -0.030000
0.003000 0.999920 -0.039999
0.004000 0.999875 -0.049998
0.005000 0.999820 -0.059996
0.006000 0.999755 -0.069994
0.007000 0.999680 -0.079991
0.008000 0.999595 -0.089988
0.009000 0.999500 -0.099983
0.010000 0.999395 -0.109978
0.011000 0.999280 -0.119971
0.012000 0.999155 -0.129963
0.013000 0.999020 -0.139954
0.014000 0.998875 -0.149944
0.015000 0.998720 -0.159932
0.016000 0.998555 -0.169918
0.017000 0.998380 -0.179903
0.018000 0.998196 -0.189886
0.019000 0.998001 -0.199867
0.020000 0.997796 -0.209846
0.021000 0.997581 -0.219823
0.022000 0.997356 -0.229797
0.023000 0.997121 -0.239770
0.024000 0.996877 -0.249740
0.025000 0.996622 -0.259707
0.026000 0.996357 -0.269672
0.027000 0.996083 -0.279634
0.028000 0.995798 -0.289594
0.029000 0.995503 -0.299550
0.030000 0.995199 -0.309504
0.031000 0.994884 -0.319454
0.032000 0.994560 -0.329401
0.033000 0.994226 -0.339345
0.034000 0.993881 -0.349286
0.035000 0.993527 -0.359223
0.036000 0.993163 -0.369156
0.037000 0.992789 -0.379086
0.038000 0.992405 -0.389012
0.039000 0.992011 -0.398934
0.040000 0.991607 -0.408852
0.041000 0.991193 -0.418766
0.042000 0.990769 -0.428676
0.043000 0.990336 -0.438582
0.044000 0.989892 -0.448483
0.045000 0.989439 -0.458379
0.046000 0.988975 -0.468272
0.047000 0.988502 -0.478159
0.048000 0.988019 -0.488042
0.049000 0.987526 -0.497919
0.050000 0.987023 -0.507792
0.051000 0.986510 -0.517660
0.052000 0.985988 -0.527522
0.053000 0.985455 -0.537379
0.054000 0.984913 -0.547231
0.055000 0.984361 -0.557078
0.056000 0.983799 -0.566918
0.057000 0.983227 -0.576754
0.058000 0.982645 -0.586583
0.059000 0.982054 -0.596406
0.060000 0.981453 -0.606224
0.061000 0.980841 -0.616035
0.062000 0.980221 -0.625841
0.063000 0.979590 -0.635640
